"Maquinaria","Hardware","Software","CapacitacionP","EstudioMer","Ventas_anuales2014"
"No","Si","No","Si","Si",1.64180293E8
"No","No","No","No","No",1.39E7
"No","No","No","No","No",4.0E7
"No","No","No","No","No",2.0832784E7
"No","No","No","Si","No",4.0E7
"No","No","No","No","No",5.8113093E7
"No","Si","No","No","No",1.2137E7
"No","No","No","No","No",2895594.0
"No","No","No","No","No",4048873.0
"No","Si","Si","No","No",5800000.0
"Si","Si","No","Si","No",2.6579928E7
"No","No","Si","Si","Si",7999363.0
"No","No","No","No","No",1.2885309E7
"No","No","No","No","No",179966.0
"No","No","Si","Si","No",4.2774409E7
"No","Si","Si","No","No",270000.0
"No","Si","No","No","No",1.196E7
"Si","No","No","No","No",1.9186E7
"No","No","No","No","No",2.1561649E7
"No","Si","No","Si","Si",6754036.0
"Si","Si","No","Si","No",1.0E7
"No","No","No","No","No",7.3813528E7
"Si","Si","No","No","No",7652545.0
"Si","Si","Si","No","No",2.8171436E7
"No","No","No","No","No",242306.0
"Si","Si","Si","Si","No",6048312.0
"No","No","No","Si","No",4916233.0
"No","No","No","No","No",1.0169757E7
"No","No","Si","No","No",3379776.0
"No","No","Si","No","No",9281000.0
"Si","No","No","No","No",799611.0
"Si","Si","Si","No","No",9626005.0
"Si","No","No","No","Si",1.1404165E7
"Si","Si","Si","Si","No",349548.0
"No","No","No","No","No",480000.0
"No","No","Si","No","No",1.3461425E7
"No","No","No","No","No",7.2696E7
"No","No","No","No","No",4402567.0
"No","No","No","Si","No",1.2608512E7
"No","No","No","No","No",5.2101242E7
"No","No","No","No","No",5762906.0
"No","Si","Si","No","No",3.74E7
"No","No","No","No","No",236812.0
"No","No","No","No","No",1.7690012E7
"Si","No","Si","No","No",1334640.0
"Si","No","No","No","No",247852.0
"Si","No","Si","No","No",4108537.0
"Si","No","No","No","No",3900000.0
"No","No","No","No","No",1.012693255E9
"No","No","No","No","No",24890.0
"No","No","Si","No","No",8000000.0
"No","No","No","Si","No",2351417.0
"Si","Si","Si","No","No",1.0811775E7
"No","No","No","No","No",1.1782073E7
"Si","No","Si","Si","Si",1075578.0
"No","No","No","No","No",4825547.0
"Si","No","Si","Si","No",8407920.0
"Si","No","No","Si","No",5.0314703E7
"Si","Si","Si","Si","No",5070000.0
"Si","No","Si","No","No",7300000.0
"No","No","Si","No","No",2.8000617E7
"Si","No","No","No","No",1.0072903E7
"Si","No","No","Si","No",6836481.0
"No","No","No","No","No",1.4109717E7
"Si","Si","Si","No","No",2.2208178E7
"No","Si","Si","Si","No",2380872.0
"No","No","No","No","No",1.1183608E7
"No","No","No","No","No",9145920.0
"No","Si","Si","Si","No",1.1904245E7
"Si","Si","Si","No","No",7500000.0
"No","No","No","No","No",1.1841423E7
"No","No","No","No","No",2.6250789E7
"No","No","No","No","No",2835228.0
"Si","Si","Si","No","No",4.0477336E7
"Si","Si","No","No","Si",7219235.0
"Si","No","No","No","No",6.1386762E7
"No","No","No","No","No",6.8E7
"No","No","No","Si","Si",2.206199E7
"No","No","No","No","No",1.0106628E7
"No","No","No","No","No",320224.0
"No","No","No","No","No",1.704498E7
"No","No","No","No","No",9342961.0
"No","No","No","No","No",3748933.0
"No","No","No","No","No",501311.0
"No","No","No","No","No",479945.0
"No","No","No","No","No",1561959.0
"Si","No","No","No","No",475953.0
"No","No","No","No","No",2781899.0
"No","No","No","No","No",1411670.0
"Si","No","Si","Si","Si",8406022.0
"Si","Si","No","Si","No",2.5435E7
"No","No","No","No","No",5430000.0
"Si","Si","No","Si","No",1268205.0
"Si","Si","Si","Si","No",2.1001876E7
"Si","No","No","Si","No",1.0611E7
"No","No","No","No","No",4796185.0
"No","Si","No","Si","No",5728818.0
"No","No","No","No","No",3200000.0
"No","No","No","No","No",184873.0
"Si","Si","No","Si","No",6577402.0
"Si","No","No","No","No",1.0532085E7
"No","No","No","No","No",3.3437E7
"No","No","No","No","No",4528720.0
"No","No","No","No","No",6506139.0
"No","No","No","No","No",2.4514113E7
"No","No","No","No","No",6748000.0
"No","No","No","No","No",8000000.0
"No","No","No","No","No",215768.0
"No","No","No","No","No",7.0000213E7
"No","No","No","No","No",947779.0
"No","No","No","No","No",8697400.0
"Si","Si","Si","Si","Si",7362312.0
"No","No","No","No","No",1.1966021E7
"No","No","No","No","No",2.6695337E7
"No","Si","Si","No","No",3.5842707E8
"No","No","No","No","No",5708881.0
"No","No","No","No","No",7143862.0
"No","Si","No","Si","Si",4932522.0
"No","No","No","No","No",3300000.0
"No","No","Si","No","No",220766.0
"Si","No","No","Si","No",719978.0
"No","No","No","No","No",887125.0
"No","No","No","No","No",4148703.0
"Si","No","No","No","No",2000000.0
"Si","Si","Si","Si","No",3.5668209E7
"Si","Si","No","Si","No",345700.0
"Si","No","No","No","No",794000.0
"Si","No","No","Si","No",1.61439087E8
"No","No","No","No","No",6800000.0
"Si","No","Si","Si","No",3.1706518E7
"No","Si","Si","No","No",180131.0
"No","No","No","No","No",9809607.0
"No","No","No","No","No",1838880.0
"No","No","No","No","No",1.10006484E8
"Si","Si","No","No","No",3.4468343E7
"No","No","No","No","No",1.3609632E7
"Si","No","No","No","No",3.1975031E7
"No","No","Si","Si","No",3.2049207E7
"No","No","No","No","No",2.1189809E7
"No","Si","Si","Si","No",5.0602526E7
"Si","No","No","Si","No",600000.0
"No","No","No","No","No",7215466.0
"Si","No","No","No","No",1.7E7
"No","No","Si","Si","No",2538724.0
"Si","Si","Si","Si","Si",8999216.0
"No","No","No","No","No",258879.0
"No","No","No","No","No",5206804.0
"No","No","No","No","No",2.8287159E7
"No","Si","Si","Si","No",4.0421014E7
"Si","Si","Si","Si","Si",325000.0
"No","No","No","No","No",9442015.0
"No","No","No","No","No",1.54514606E8
"No","No","No","No","No",3400000.0
"No","No","No","No","No",1.483701E7
"Si","Si","No","No","No",5.5497637E7
"Si","Si","No","No","No",1.81975362E8
"Si","Si","No","No","No",2090609.0
"No","No","No","No","No",3181762.0
"No","No","No","No","No",1326549.0
"No","No","No","No","No",980000.0
"No","No","No","No","No",3131000.0
"No","No","No","No","No",3862962.0
"No","No","No","No","No",6062400.0
"No","Si","Si","Si","No",1.0066383E7
"No","No","No","No","No",1271765.0
"No","No","No","No","No",100000.0
"Si","No","No","No","No",1.817106E7
"No","No","No","No","No",2620000.0
"Si","No","No","Si","No",1.67E7
"Si","Si","No","No","No",1435421.0
"No","Si","Si","Si","No",1.3163796E7
"Si","No","No","No","No",730000.0
"No","No","No","No","No",2.0455497E7
"No","No","Si","No","Si",4280838.0
"No","No","No","Si","No",316171.0
"No","No","No","No","No",2175640.0
"Si","No","No","Si","No",1803933.0
"No","No","No","No","No",1.2279563E7
"No","No","No","No","No",6398271.0
"No","No","No","No","No",2229000.0
"No","No","No","No","No",1.4048232E7
"No","No","No","No","No",400000.0
"No","No","No","No","No",1.588177E7
"No","Si","No","Si","No",1.2864599E7
"No","No","No","No","No",1.1959728E7
"Si","No","No","Si","No",586748.0
"Si","No","No","No","No",5216000.0
"Si","No","No","Si","Si",1042053.0
"No","No","No","No","No",1150000.0
"No","No","No","No","No",251040.0
"Si","Si","Si","No","No",6235934.0
"No","No","No","No","No",135428.0
"Si","Si","No","No","No",8.4439245E7
"Si","Si","No","Si","No",2.6325813E7
"No","Si","Si","No","No",1.2E7
"Si","No","No","No","No",7564699.0
"No","No","No","No","No",1.1738348E7
"Si","Si","No","No","No",1.0034832E7
"No","No","No","No","No",8.6552709E7
"No","No","No","No","No",1.0237757E7
"No","No","No","No","No",3600000.0
"No","No","No","No","No",507827.0
"No","No","No","No","No",645000.0
"No","No","No","No","No",3760483.0
"No","No","No","No","No",1.69318543E8
"No","Si","Si","Si","No",595928.0
"Si","No","No","Si","No",841140.0
"No","No","No","No","No",1.7889099E7
"No","No","No","No","No",311143.0
"No","No","No","No","No",1578324.0
"No","No","No","No","No",3.1769663E7
"No","No","No","Si","No",7150369.0
"Si","No","Si","Si","No",5636193.0
"No","No","No","No","No",1.2599834E7
"No","No","No","No","No",1004041.0
"Si","No","No","No","Si",4128424.0
"Si","No","No","No","No",404594.0
"Si","No","No","Si","No",2525897.0
"Si","Si","Si","Si","No",2540928.0
"No","No","No","No","No",7.7834436E7
"No","No","No","No","No",1799236.0
"No","No","No","No","No",3019000.0
"No","No","No","No","No",1265226.0
"No","No","No","No","No",1.7555493E7
"No","Si","No","Si","No",1.6154971E7
"Si","No","No","Si","No",1.769047E7
"No","No","Si","No","No",5122000.0
"No","No","No","No","No",1177529.0
"Si","No","No","No","No",305000.0
"Si","Si","Si","Si","No",857705.0
"Si","Si","Si","Si","Si",6022637.0
"No","No","No","No","No",390000.0
"No","No","No","No","No",1270475.0
"Si","No","No","No","No",3000000.0
"Si","No","No","Si","No",2253991.0
"Si","Si","Si","Si","No",5000000.0
"Si","Si","No","No","Si",2.2209486E7
"No","Si","No","No","No",1.1564673E7
"No","No","No","No","No",6734332.0
"No","No","No","No","No",4423574.0
"Si","No","Si","No","No",317804.0
"No","No","Si","No","No",938630.0
"No","No","No","No","No",431492.0
"No","No","No","No","No",450000.0
"Si","No","No","No","No",38000.0
"Si","No","Si","No","No",924966.0
"No","No","No","No","No",235572.0
"No","No","Si","No","No",767522.0
"Si","Si","No","Si","No",317297.0
"No","No","No","No","No",130000.0
"Si","No","No","No","Si",482942.0
"Si","No","No","No","No",433716.0
"No","Si","Si","No","No",921961.0
"Si","Si","Si","Si","Si",150000.0
"No","No","No","No","No",494157.0
"No","No","No","No","No",89000.0
"No","No","No","No","No",2303469.0
"Si","No","No","No","No",234277.0
"No","No","No","No","No",5996961.0
"No","No","Si","No","No",7379498.0
"No","No","No","Si","No",98176.0
"No","No","No","No","No",101361.0
"No","No","No","No","No",157236.0
"Si","No","No","No","No",1106974.0
"No","No","No","Si","No",511707.0
"No","No","No","No","No",1056762.0
"No","No","No","No","No",1997032.0
"Si","No","No","No","No",1055012.0
"Si","Si","Si","No","No",272000.0
"Si","No","No","Si","No",801343.0
"No","No","Si","No","No",486433.0
"No","No","No","No","No",230000.0
"No","No","No","No","No",74890.0
"No","Si","Si","Si","No",564276.0
"Si","Si","Si","No","No",306695.0
"Si","Si","No","Si","No",160000.0
"Si","No","Si","No","No",5693182.0
"Si","No","Si","No","No",4923267.0
"No","No","No","No","No",127475.0
"No","No","No","No","No",1229768.0
"Si","No","No","No","No",320000.0
"Si","Si","Si","No","No",254564.0
"Si","No","Si","Si","No",5041754.0
"Si","Si","Si","Si","Si",7020743.0
"No","No","No","No","No",519522.0
"No","Si","Si","No","No",1332226.0
"No","No","No","No","No",1479459.0
"No","No","No","No","No",120000.0
"No","No","No","No","No",3060000.0
"Si","No","No","No","No",1691779.0
"No","No","No","No","No",3469790.0
"No","No","No","No","No",703989.0
"Si","No","No","No","No",5911633.0
"No","No","No","No","No",5190000.0
"No","No","Si","No","No",233343.0
"Si","Si","Si","No","No",2568019.0
"Si","Si","Si","No","Si",251206.0
"No","No","No","No","No",268256.0
"No","No","No","No","No",1340189.0
"Si","No","No","No","No",500000.0
"Si","No","No","No","No",198987.0
"Si","No","No","Si","No",1056311.0
"No","No","No","No","No",258745.0
"No","No","No","No","No",229709.0
"No","No","No","No","No",999069.0
"Si","No","No","No","No",548676.0
"Si","No","No","Si","No",9.7060215E7
"No","No","No","Si","Si",62595.0
"Si","No","No","No","No",7688681.0
"No","Si","Si","No","No",581930.0
"No","No","No","No","No",2970000.0
"No","No","Si","No","No",3.740893E7
"Si","Si","Si","No","No",1.05277991E8
"No","No","No","No","No",6.3757714E7
"No","No","Si","Si","No",28930.0
"Si","Si","Si","Si","No",745000.0
"No","No","No","No","No",2503866.0
"No","Si","Si","Si","No",394416.0
"No","No","No","No","No",7798239.0
"Si","Si","No","Si","No",796932.0
"No","No","No","Si","No",1.6E7
"No","No","No","No","No",409254.0
"Si","No","Si","Si","Si",1.709755E7
"Si","No","No","No","No",1.4466115E7
"Si","Si","No","No","No",6847462.0
"No","No","No","No","No",7198641.0
"No","No","No","No","No",2784021.0
"No","No","No","No","No",2330770.0
"Si","No","No","No","No",506106.0
"No","No","No","No","No",2468591.0
"Si","No","Si","Si","Si",1.3082065E7
"No","No","No","No","No",8500000.0
"No","No","No","No","No",745000.0
"No","No","No","No","No",2.3204761E7
"No","No","No","Si","No",3048767.0
"No","No","No","No","No",3387893.0
"No","No","No","No","No",3194933.0
"Si","No","No","Si","No",750000.0
"No","No","No","No","No",3890484.0
"Si","No","No","Si","No",1.2205345E7
"No","No","No","No","No",5646889.0
"Si","Si","Si","Si","No",3000000.0
"Si","Si","Si","Si","No",1255000.0
"No","No","No","No","No",131937.0
"No","No","No","No","No",921835.0
"No","No","No","No","No",197334.0
"Si","No","No","No","No",623785.0
"Si","No","No","No","No",2887764.0
"Si","No","Si","Si","No",311913.0
"No","No","Si","No","No",9700309.0
"No","No","Si","No","Si",1547000.0
"No","Si","Si","No","No",1.5905487E7
"No","No","No","No","No",1.9207367E7
"No","No","No","No","No",435136.0
"Si","Si","Si","Si","No",7131000.0
"No","No","No","No","No",2645521.0
"No","No","No","No","No",366611.0
"No","No","No","No","No",2000000.0
"No","No","Si","No","No",319000.0
"No","No","No","No","No",1.2127317E7
"No","No","No","No","No",629719.0
"No","Si","No","No","No",7844052.0
"Si","No","No","Si","Si",1.7882256E7
"Si","No","No","Si","No",6.2803334E7
"Si","No","No","Si","No",1126300.0
"No","No","No","No","No",941803.0
"No","No","Si","No","No",977870.0
"Si","No","No","No","No",1876943.0
"Si","No","No","No","No",2866620.0
"Si","Si","Si","No","No",187406.0
"No","Si","Si","No","No",1.8913842E7
"No","Si","Si","Si","No",6032962.0
"No","No","Si","Si","Si",7331773.0
"Si","No","No","No","No",3240184.0
"No","No","No","No","No",5145000.0
"No","Si","Si","Si","No",1055343.0
"No","Si","Si","Si","No",1.2019703E7
"Si","No","Si","Si","No",800000.0
"Si","Si","Si","No","No",2618158.0
"No","No","No","No","No",3366389.0
"No","Si","Si","No","Si",6200000.0
"No","No","No","No","No",244573.0
"Si","Si","Si","Si","No",1.0023103E7
"No","No","No","No","No",5.67E7
"No","No","No","No","No",2593137.0
"No","No","No","No","No",6303482.0
"No","No","Si","No","No",2755283.0
"No","No","No","No","No",1314334.0
"No","No","No","No","No",600000.0
"Si","No","No","No","No",1370287.0
"No","No","No","No","No",9343875.0
"No","Si","No","Si","No",2.208795E7
"No","No","No","No","No",2384449.0
"No","No","No","Si","Si",3300000.0
"No","No","No","No","No",121543.0
"Si","No","No","Si","No",3380443.0
"No","No","Si","No","No",329073.0
"Si","Si","No","Si","No",206272.0
"No","No","No","No","No",9592810.0
"No","No","No","No","No",2092214.0
"No","No","No","No","No",403711.0
"No","No","No","No","No",589004.0
"No","No","No","No","No",792044.0
"No","No","No","No","No",957258.0
"No","No","No","No","No",3321391.0
"No","No","No","No","No",369641.0
"No","No","Si","No","No",647000.0
"No","No","No","No","No",2616854.0
"No","No","No","No","No",809902.0
"No","Si","Si","Si","No",5207067.0
"Si","Si","Si","No","No",360000.0
"Si","Si","Si","Si","No",1070543.0
"No","No","No","Si","No",3348713.0
"No","No","No","No","No",250000.0
"No","No","No","No","No",2808000.0
"No","No","No","No","No",1014180.0
"Si","Si","Si","Si","No",3612952.0
"No","No","No","No","No",3423221.0
"No","No","Si","No","No",700000.0
"Si","No","No","No","No",133115.0
"No","No","No","No","No",1945511.0
"No","No","No","No","No",8255066.0
"Si","No","No","Si","No",1739454.0
"Si","Si","No","No","No",5494828.0
"Si","No","Si","No","No",1411135.0
"No","No","Si","No","No",300000.0
"Si","No","Si","No","No",6891783.0
"Si","No","No","Si","No",411376.0
"No","No","No","No","No",3755021.0
"No","No","No","No","No",7919243.0
"No","No","No","No","No",532220.0
"Si","No","Si","No","No",300000.0
"Si","No","No","No","No",150099.0
"No","Si","No","No","No",5197256.0
"No","No","No","No","No",2552244.0
"No","No","No","No","No",140000.0
"No","No","No","No","No",615919.0
"Si","No","No","No","No",264000.0
"Si","Si","Si","Si","Si",2317500.0
"No","No","No","No","No",1607700.0
"No","No","No","No","No",126000.0
"Si","No","No","Si","No",370067.0
"No","No","No","No","No",4512636.0
"No","No","No","No","No",895941.0
"No","No","No","No","No",3625617.0
"No","Si","No","Si","No",760000.0
"No","No","No","No","No",1.3E7
"No","No","No","No","No",56100.0
"No","No","No","No","No",1.2E7
"No","No","No","No","No",4125523.0
"No","No","No","No","No",2756440.0
"No","No","No","No","No",2206280.0
"No","No","No","No","No",5544935.0
"Si","Si","No","No","No",316567.0
"No","No","No","Si","No",1431099.0
"Si","No","No","Si","No",3906000.0
"Si","No","Si","Si","No",710081.0
"No","No","No","No","No",419170.0
"No","No","No","No","Si",6693167.0
"Si","No","No","Si","No",4329354.0
"No","No","No","No","No",1.0943424E7
"No","No","No","No","No",253524.0
"Si","No","No","Si","Si",2.6433858E7
"No","No","No","No","No",4452755.0
"No","No","No","No","No",9886200.0
"No","Si","Si","Si","No",5321698.0
"No","No","No","No","No",115082.0
"Si","No","No","Si","No",3811845.0
"No","No","No","No","No",5993104.0
"No","No","No","No","No",7381465.0
"No","Si","Si","Si","Si",8711150.0
"No","No","No","No","No",8672392.0
"Si","No","No","No","No",1000000.0
"No","Si","No","No","No",97044.0
"No","No","Si","Si","No",1800000.0
"No","No","No","No","No",225000.0
"No","No","No","No","No",1463000.0
"No","No","No","No","No",3980013.0
"Si","No","No","No","Si",6.3332561E7
"No","No","No","No","No",4.0169313E7
"Si","No","No","No","No",200000.0
"No","No","No","No","No",2687212.0
"Si","No","No","Si","Si",6916955.0
"No","No","No","No","No",230147.0
"No","No","No","No","No",2391706.0
"Si","Si","No","Si","No",969106.0
"No","No","No","No","No",1.001731E7
"No","No","No","No","No",4470000.0
"No","Si","Si","Si","No",6344304.0
"No","No","No","No","No",3534832.0
"No","No","No","Si","Si",2.0E8
"Si","No","No","No","No",2.590158E7
